wind_speed,temperature,pressure,wind_output
8.31,19.64,987.17,284.74
6.26,38.09,975.47,117.84
2.02,8.2,953.07,0.0
13.53,6.66,966.86,1237.99
11.88,14.02,1004.45,840.05
2.97,35.38,965.69,4.04
2.51,-1.94,1007.69,14.38
5.55,16.77,962.55,79.83
2.97,18.96,965.15,10.89
11.44,11.85,1011.95,751.79
3.2,35.15,959.33,7.41
6.3,26.33,1011.21,122.26
1.83,11.44,1049.63,12.69
5.74,29.0,1045.49,95.43
4.97,7.71,1036.69,68.14
10.7,16.77,964.98,610.28
2.82,21.91,955.52,5.76
9.91,0.24,1026.74,494.5
13.68,31.11,996.42,1275.04
4.16,1.01,973.25,39.67
8.73,37.72,964.85,323.21
14.67,32.24,961.52,1573.1
13.81,20.47,1042.28,1319.29
2.65,19.08,955.03,6.1
7.75,8.94,1033.77,236.24
10.36,38.49,952.23,545.51
9.28,32.39,1048.9,401.46
7.95,8.61,976.66,253.19
8.7,-2.09,1045.4,337.97
9.98,29.26,1032.04,495.48
13.9,15.24,1003.07,1345.02
6.98,19.8,1040.52,172.12
7.58,33.56,994.37,212.65
11.03,3.52,950.86,669.69
9.32,26.86,988.61,405.13
2.37,6.51,1037.66,14.25
9.3,39.34,1017.95,397.69
13.86,36.24,981.53,1324.13
3.49,-2.01,988.03,25.88
6.49,30.28,1017.39,136.77
2.3,2.95,993.81,6.43
6.05,28.9,996.51,106.39
3.58,24.13,975.18,17.93
5.45,-0.54,1035.34,88.39
6.93,28.83,967.54,161.7
2.82,17.3,1049.01,18.26
5.47,34.09,1027.73,79.5
5.71,12.37,1031.07,100.49
7.33,12.7,978.43,197.17
13.26,-2.41,1011.77,1170.41
1.33,26.66,1021.02,4.11
12.85,28.52,956.45,1054.4
7.11,17.98,982.18,180.44
10.81,29.49,965.24,628.04
5.65,28.84,981.07,89.06
1.04,26.1,1029.79,0.59
8.63,15.86,952.72,318.84
14.56,-1.67,966.74,1545.48
3.23,29.79,1044.19,21.29
2.72,22.53,1009.02,11.66
7.06,25.16,952.64,169.88
10.9,-4.44,975.3,650.47
12.84,1.39,985.43,1058.26
9.19,34.39,1005.13,385.2
5.4,21.39,984.97,78.46
12.56,33.93,982.26,984.68
6.26,30.41,978.34,118.9
4.77,11.71,1025.18,58.09
3.08,20.51,995.71,11.26
7.38,17.38,1006.09,201.56
6.09,7.4,975.88,115.78
11.4,0.87,1004.88,745.85
6.5,23.98,961.75,131.03
4.0,30.56,986.56,25.57
5.87,14.4,971.21,101.78
11.8,2.3,1000.94,827.35
5.47,8.9,966.67,82.0
11.38,12.55,958.19,736.07
4.83,0.89,1029.53,62.85
12.11,1.29,1004.27,890.38
2.24,-0.57,952.99,5.43
4.0,-1.23,967.21,31.98
4.46,23.77,1043.26,49.36
2.93,19.37,1000.87,14.31
8.03,6.04,984.98,261.66
9.83,39.37,1007.06,472.75
10.57,12.71,1010.29,592.02
5.28,24.91,1041.44,78.2
8.71,14.02,1014.76,333.16
13.31,32.66,981.34,1173.85
7.54,-4.19,961.2,213.19
14.84,-4.47,982.43,1639.99
5.81,33.18,989.88,92.57
7.41,33.6,1028.1,203.88
7.93,21.03,1027.96,251.79
5.14,0.53,969.68,67.8
9.23,34.95,1012.45,389.07
9.45,23.21,1005.16,423.95
14.86,-2.31,1010.76,1644.29
5.01,19.17,991.88,62.01
3.55,16.51,1018.02,26.27
6.26,4.93,1033.82,128.71
11.38,37.27,990.35,733.37
3.66,18.86,1049.61,29.26
4.31,36.68,962.16,30.67
12.11,19.68,978.78,883.15
7.82,14.83,1025.83,241.95
14.63,3.44,1034.99,1570.6
10.86,-3.84,967.35,640.23
7.71,5.64,1035.69,233.49
14.99,-4.71,959.75,1687.46
3.3,17.21,1019.58,20.72
1.57,22.28,953.8,0.0
1.06,-1.94,997.16,2.42
8.28,14.17,1019.55,289.28
7.83,8.82,966.07,236.9
10.02,28.33,1028.89,503.16
7.47,1.67,1005.96,215.51
5.99,5.21,1003.11,110.07
4.58,38.83,1036.63,46.24
10.41,14.82,956.92,557.98
13.37,26.15,1006.21,1194.25
12.04,4.92,985.57,873.92
13.68,5.46,973.97,1282.86
7.11,20.47,969.19,177.51
8.1,23.01,1030.15,271.12
6.2,11.46,1027.8,124.59
4.31,7.73,969.16,39.14
12.88,2.84,1024.22,1073.6
11.63,14.85,993.31,785.74
12.9,26.0,953.29,1065.88
13.01,6.07,1001.99,1105.24
14.28,39.03,972.92,1447.76
4.62,20.66,1011.49,52.28
13.91,8.19,1018.03,1347.22
4.8,18.13,956.76,51.09
4.06,13.66,1038.26,36.63
8.63,24.48,992.95,321.43
1.8,22.36,1047.41,6.79
5.16,10.74,1034.58,72.64
1.17,-3.04,950.85,1.51
12.03,17.27,980.17,866.56
1.19,29.31,1014.79,0.0
4.36,18.82,1013.97,43.55
4.97,26.16,963.59,54.28
3.01,17.53,990.21,14.01
8.47,6.65,1026.05,307.15
5.38,12.69,1006.1,78.51
12.41,7.73,1041.14,959.57
12.05,27.41,966.5,869.13
4.87,0.72,1039.39,64.67
4.37,33.04,1021.04,38.44
8.92,-0.52,962.65,356.26
7.16,-1.85,971.66,184.39
5.28,6.52,956.33,70.29
11.84,9.09,955.82,825.38
12.78,19.8,988.88,1044.49
13.12,7.41,1012.5,1133.45
13.91,13.66,1036.74,1348.7
11.68,33.48,1007.35,792.98
14.36,12.47,958.34,1480.45
11.42,16.27,958.63,739.27
5.72,29.28,995.49,88.43
10.99,39.47,1017.81,658.89
13.79,9.56,996.63,1315.58
5.2,25.48,1045.84,74.84
3.38,29.94,1025.66,16.96
3.79,36.7,1009.01,22.86
13.02,-0.18,963.21,1103.95
